technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Solar Photovoltaic,64410,BRIAR,2.0,,2.0,2.0,2020,2050,0.211,,0.0,7714.0
Solar Photovoltaic,64411,DELAN,2.4,,2.4,2.4,2021,2051,0.194,,0.0,7714.0
Solar Photovoltaic,64412,GMINE,1.5,,1.5,1.5,2020,2050,0.233,,0.0,7714.0
Solar Photovoltaic,64413,SCHUL,0.4,,1.0,0.2,2021,2051,1.0,,0.0,7714.0
Solar Photovoltaic,64414,PONTC,2.0,,2.0,2.0,2021,2051,0.223,,0.0,7714.0
Solar Photovoltaic,64415,ROCKF,2.0,,2.0,2.0,2021,2051,0.227,,0.0,7714.0
Solar Photovoltaic,64416,SANDL,2.0,,2.0,2.0,2021,2051,0.255,,0.0,7714.0
Solar Photovoltaic,64417,WILBR,4.0,,4.0,4.0,2020,2050,0.157,,0.0,7714.0
Solar Photovoltaic,64418,BB000,5.5,,5.5,5.5,2020,2050,0.17,,0.0,7714.0
Solar Photovoltaic,64419,ELM,2.8,,2.8,2.8,2020,2050,0.412,,0.0,7714.0
Petroleum Liquids,65541,IPS3,0.6,,0.6,0.6,2013,2063,0.006,10.745,4.092,10912.0
Petroleum Liquids,65541,IPS4,0.6,,0.6,0.6,2013,2063,0.006,10.745,4.092,10912.0
Solar Photovoltaic,64421,DEWIT,2.0,,2.0,2.0,2020,2050,0.161,,0.0,7714.0
Solar Photovoltaic,64422,NBOE1,0.3,,0.3,0.3,2019,2049,0.154,,0.0,7714.0
Solar Photovoltaic,64422,NBOE2,0.4,,0.4,0.4,2019,2049,0.154,,0.0,7714.0
Solar Photovoltaic,64422,NBOE3,0.3,,0.3,0.3,2019,2049,0.154,,0.0,7714.0
Solar Photovoltaic,64422,NBOE4,0.1,,0.1,0.1,2019,2049,0.154,,0.0,7714.0
Batteries,62889,HEGJF,10.0,40.0,10.0,10.0,2021,2036,0.0,,0.0,12544.0
Batteries,62889,HJFII,10.0,40.0,10.0,10.0,2021,2036,0.0,,0.0,12544.0
Batteries,66414,RMSY,500.0,1450.0,500.0,500.0,2025,2040,0.85,,0.0,12544.0
Solar Photovoltaic,64426,WIL,100.0,,130.0,100.0,2021,2051,0.313,,0.0,9730.0
Batteries,64426,WILBA,30.0,60.0,30.0,30.0,2021,2051,0.001,,0.0,17250.0
Solar Photovoltaic,64428,JVR1A,53.58217816,,53.59716339,53.57596135,2026,2056,0.212,,0.0,9730.0
Batteries,64428,JVR1B,41.67502746,166.70010984,41.68668264,41.67019216,2026,2056,0.85,,0.0,12544.0
Solar Photovoltaic,64429,19001,2.6,,2.6,2.6,2023,2053,0.212,,0.0,7714.0
Solar Photovoltaic,64431,PBS,100.0,,100.0,100.0,2021,2051,0.213,,0.0,7714.0
Batteries,66411,RMSY,255.0,739.5,255.0,255.0,2025,2040,0.85,,0.0,12544.0
Solar Photovoltaic,64432,BKS,5.0,,5.0,5.0,2020,2050,0.114,,0.0,9730.0
Onshore Wind Turbine,64433,BRW,115.0,,115.0,115.0,2022,2052,0.32,,0.0,13321.0
Solar Photovoltaic,64434,ROU,2.7,,2.7,2.7,2020,2050,0.226,,0.0,7714.0
Solar Photovoltaic,64435,TOW,1.4,,1.4,1.4,2021,2051,0.283,,0.0,7714.0
Solar Photovoltaic,64436,WIL,5.0,,5.0,5.0,2020,2050,0.186,,0.0,9730.0
Batteries,66409,GWNT,135.0,391.5,135.0,135.0,2026,2041,0.85,,0.0,12544.0
Solar Photovoltaic,64437,DRH,3.7,,3.7,3.7,2021,2051,0.169,,0.0,7714.0
Solar Photovoltaic,64438,VALLE,1.4,,1.4,1.4,2021,2051,0.28,,0.0,7714.0
Solar Photovoltaic,64439,PINE,2.0,,2.0,2.0,2021,2051,0.205,,0.0,7714.0
Solar Photovoltaic,64441,266,3.0,,3.0,3.0,2021,2051,0.31,,0.0,7714.0
Batteries,64297,H8S,9.9,9.9,9.9,9.9,2020,2035,0.0,,0.0,12544.0
Solar Photovoltaic,64442,MPPV,0.5,,0.5,0.5,2022,2052,0.147,,0.0,9730.0
Solar Photovoltaic,64443,GOLD,2.2,,2.2,2.2,2021,2051,0.183,,0.0,7714.0
Solar Photovoltaic,64444,PARIS,1.5,,1.5,1.5,2020,2050,0.209,,0.0,7714.0
Solar Photovoltaic,64445,PV1,1.8,,1.8,1.8,2020,2050,0.152,,0.0,7714.0
Batteries,66325,1,80.0,320.0,80.0,80.0,2024,2039,0.85,,0.0,12544.0
Solar Photovoltaic,64446,AMGPV,0.5,,0.5,0.5,2019,2049,0.138,,0.0,9730.0
Solar Photovoltaic,64447,GEN1,200.0,,200.0,200.0,2022,2052,0.231,,0.0,7714.0
Solar Photovoltaic,64448,GEN1,75.0,,75.0,75.0,2024,2054,0.136,,0.0,7714.0
Solar Photovoltaic,64450,GSF01,5.0,,5.0,5.0,2021,2051,0.239,,0.0,9730.0
Batteries,64450,GSF02,10.0,10.0,10.0,10.0,2021,2051,0.048,,0.0,17250.0
Solar Photovoltaic,64451,1583,2.0,,2.0,2.0,2021,2051,0.192,,0.0,7714.0
Solar Photovoltaic,64452,GEN1,125.0,,125.0,125.0,2024,2054,0.138,,0.0,7714.0
Batteries,64453,VOLES,3.0,12.0,3.0,3.0,2021,2051,0.0,,0.0,17250.0
Solar Photovoltaic,64453,VOLNE,1.5,,1.5,1.5,2021,2051,0.248,,0.0,9730.0
Solar Photovoltaic,64454,PV1,2.4,,2.4,2.4,2019,2049,0.176,,0.0,7714.0
Solar Photovoltaic,64456,FAC13,2.0,,2.0,2.0,2020,2050,0.221,,0.0,7714.0
Solar Photovoltaic,64457,FACCA,2.0,,2.0,2.0,2020,2050,0.213,,0.0,7714.0
Solar Photovoltaic,64458,FAACW,2.0,,2.0,2.0,2020,2050,0.198,,0.0,7714.0
Solar Photovoltaic,64459,FACG1,2.0,,2.0,2.0,2020,2050,0.224,,0.0,7714.0
Solar Photovoltaic,64460,FACJF,2.0,,2.0,2.0,2020,2050,0.221,,0.0,7714.0
Solar Photovoltaic,64461,FACMS,2.0,,2.0,2.0,2020,2050,0.215,,0.0,7714.0
Solar Photovoltaic,64462,FACSH,2.0,,2.0,2.0,2020,2050,0.221,,0.0,7714.0
Solar Photovoltaic,64463,FACWR,2.0,,2.0,2.0,2020,2050,0.202,,0.0,7714.0
Solar Photovoltaic,64464,CLEN,2.0,,2.0,2.0,2021,2051,0.179,,0.0,7714.0
Solar Photovoltaic,64465,KERN,2.0,,2.0,2.0,2021,2051,0.224,,0.0,7714.0
Solar Photovoltaic,64466,LUKC,2.0,,2.0,2.0,2021,2051,0.211,,0.0,7714.0
Solar Photovoltaic,64467,MTMO,2.0,,2.0,2.0,2021,2051,0.214,,0.0,7714.0
Solar Photovoltaic,64468,BOIG,2.0,,2.0,2.0,2021,2051,0.232,,0.0,7714.0
Solar Photovoltaic,64469,OEALD,80.0,,80.0,80.0,2023,2053,0.16,,0.0,7714.0
Solar Photovoltaic,64470,FACIC,2.0,,2.0,2.0,2020,2050,0.213,,0.0,7714.0
Solar Photovoltaic,64471,BYHWY,5.0,,5.0,5.0,2022,2052,0.279,,0.0,7714.0
Solar Photovoltaic,64472,BERRY,2.0,,2.0,2.0,2021,2051,0.195,,0.0,7714.0
Solar Photovoltaic,64473,NORMN,2.0,,2.0,2.0,2021,2051,0.221,,0.0,7714.0
Solar Photovoltaic,64476,1102,4.9,,4.9,4.9,2021,2051,0.196,,0.0,7714.0
Solar Photovoltaic,64477,1,2.4,,2.4,2.4,2021,2051,0.222,,0.0,7714.0
Solar Photovoltaic,64478,1034,4.9,,4.9,4.9,2021,2051,0.212,,0.0,7714.0
Solar Photovoltaic,64479,HNDLD,1.0,,1.0,1.0,2022,2052,0.243,,0.0,7714.0
Solar Photovoltaic,64480,TC3,0.8,,0.8,0.8,2021,2051,0.0,,0.0,7714.0
Solar Photovoltaic,64481,AEC1,100.0,,100.0,100.0,2022,2052,0.334,,0.0,9730.0
Solar Photovoltaic,64481,AEC2,133.0,,133.0,133.0,2023,2053,0.212,,0.0,9730.0
Batteries,64481,AEC2B,132.0,528.0,132.0,132.0,2022,2052,0.0,,0.0,17250.0
Solar Photovoltaic,64482,STAVM,1.0,,1.0,1.0,2021,2051,0.229,,0.0,7714.0
Solar Photovoltaic,64483,SNYFD,1.0,,1.0,1.0,2022,2052,0.25,,0.0,7714.0
Solar Photovoltaic,64484,SCRDR,1.0,,1.0,1.0,2023,2053,0.157,,0.0,7714.0
Solar Photovoltaic,64485,CRLNE,1.0,,1.0,1.0,2023,2053,0.157,,0.0,7714.0
Solar Photovoltaic,64486,DAVID,1.0,,1.0,1.0,2022,2052,0.228,,0.0,7714.0
Solar Photovoltaic,64487,HNKE,1.0,,1.0,1.0,2021,2051,0.21,,0.0,7714.0
Solar Photovoltaic,64488,DNZR,1.0,,1.0,1.0,2022,2052,0.227,,0.0,7714.0
Solar Photovoltaic,64489,GEN1,90.0,,90.0,90.0,2023,2053,0.212,,0.0,9730.0
Batteries,66325,HGWP2,36.0,144.0,36.0,36.0,2024,2039,0.85,,0.0,12544.0
Solar Photovoltaic,64496,FACHE,2.0,,2.0,2.0,2021,2051,0.224,,0.0,7714.0
Solar Photovoltaic,64497,FACHA,2.0,,2.0,2.0,2021,2051,0.22,,0.0,7714.0
Solar Photovoltaic,64498,FACG2,2.0,,2.0,2.0,2021,2051,0.226,,0.0,7714.0
Solar Photovoltaic,64499,FACBH,2.0,,2.0,2.0,2021,2051,0.22,,0.0,7714.0
Solar Photovoltaic,64500,FACAN,2.0,,2.0,2.0,2021,2051,0.224,,0.0,7714.0
Solar Photovoltaic,64503,PALM,1.0,,1.0,1.0,2021,2051,0.222,,0.0,7714.0
Solar Photovoltaic,64504,MED2,1.0,,1.0,1.0,2021,2051,0.205,,0.0,7714.0
Landfill Gas,64505,LFGE1,1.6,,1.6,1.6,2009,2109,0.699,13.5,3.136,10167.0
Petroleum Liquids,65541,IPS5,0.6,,0.6,0.6,2013,2063,0.006,10.745,4.092,10912.0
Solar Photovoltaic,64506,COK,4.0,,4.0,4.0,2021,2051,0.208,,0.0,7714.0
Solar Photovoltaic,64507,OETN1,108.0,,100.0,100.0,2023,2053,0.15,,0.0,7714.0
Batteries,60641,HDES1,10.0,40.0,10.0,10.0,2021,2036,0.0,,0.0,12544.0
Solar Photovoltaic,64508,SOL1,2.0,,2.0,2.0,2022,2052,0.204,,0.0,9730.0
Batteries,67844,HIDD,9.9,28.71,9.9,9.9,2025,2040,0.85,,0.0,12544.0
Solar Photovoltaic,64509,SOL1,0.5,,0.5,0.5,2023,2053,0.163,,0.0,9730.0
Batteries,68809,HL001,220.0,638.0,220.0,220.0,2025,2040,,,,
Solar Photovoltaic,64510,SOL1,5.0,,5.0,5.0,2023,2053,0.163,,0.0,9730.0
Batteries,62562,BA,51.0,81.0,63.3,51.0,2023,2038,0.85,,0.0,12544.0
Solar Photovoltaic,64511,SOL1,2.0,,2.0,2.0,2023,2053,0.163,,0.0,9730.0
Batteries,67323,HMESS,10.0,20.0,11.2,10.0,2024,2039,0.85,,0.0,12544.0
Solar Photovoltaic,64512,SOL1,0.5,,0.5,0.5,2023,2053,0.163,,0.0,9730.0
Batteries,65468,HPBA,0.6,2.1,0.6,0.6,2019,2034,0.0,,0.0,17250.0
Solar Photovoltaic,64513,SOL1,0.5,,0.5,0.5,2023,2053,0.163,,0.0,9730.0
Batteries,62907,VEC,1.9,1.9,1.9,1.9,2019,2034,0.0,,0.0,12544.0
Solar Photovoltaic,64514,SOL1,2.0,,2.0,2.0,2022,2052,0.207,,0.0,9730.0
Batteries,60299,MIN02,7.0,20.3,7.0,7.0,2016,2031,0.0,,0.0,12544.0
Solar Photovoltaic,64516,SOL1,2.0,,2.0,2.0,2022,2052,0.219,,0.0,9730.0
Solar Photovoltaic,64517,DOJ,2.4,,2.4,2.4,2020,2050,0.178,,0.0,7714.0
Solar Photovoltaic,64518,CIW,1.0,,1.0,1.0,2020,2050,0.283,,0.0,7714.0
Solar Photovoltaic,64519,CENSP,6.0,,6.0,6.0,2019,2049,0.329,,0.0,7714.0
Batteries,65838,HOEFS,2.0,5.8,2.0,2.0,2021,2036,0.0,,0.0,12544.0
Solar Photovoltaic,64520,SOL1,2.0,,2.0,2.0,2022,2052,0.22,,0.0,9730.0
Solar Photovoltaic,64521,CALSP,6.0,,6.0,6.0,2019,2049,0.311,,0.0,7714.0
Batteries,65829,HOLCO,5.2668,5.2668,5.2668,5.2668,2023,2038,0.85,,0.0,12544.0
Solar Photovoltaic,64522,SOL1,1.0,,1.0,1.0,2021,2051,0.218,,0.0,9730.0
Solar Photovoltaic,64523,ATASC,1.1,,1.1,1.1,2020,2050,0.273,,0.0,7714.0
Solar Photovoltaic,64524,79100,2.0,,2.0,2.0,2021,2051,0.246,,0.0,7714.0
Solar Photovoltaic,64525,TB1,7.0,,7.0,7.0,2020,2050,0.13,,0.0,7714.0
Solar Photovoltaic,64526,RABTH,3.5,,3.5,3.5,2021,2051,0.1,,0.0,7714.0
Solar Photovoltaic,64527,16507,5.0,,5.0,5.0,2018,2048,0.207,,0.0,7714.0
Batteries,65829,HOLCO,0.3366,0.3366,0.3366,0.3366,2023,2038,0.85,,0.0,12544.0
Batteries,64529,MS5_S,50.0,200.0,50.0,50.0,2024,2054,0.85,,0.0,12544.0
Solar Photovoltaic,64529,OEMS5,160.3778536,,160.5228758,160.2212856,2024,2054,0.15,,0.0,9730.0
Solar Photovoltaic,64530,1,4.5,,4.5,4.5,2024,2054,0.14,,0.0,7714.0
Batteries,65829,HOLCO,4.2966,4.2966,4.2966,4.2966,2023,2038,0.85,,0.0,12544.0
Solar Photovoltaic,64532,NORTN,1.4,,1.4,1.4,2023,2053,0.14,,0.0,7714.0
Solar Photovoltaic,64533,PV1,74.9,,74.9,74.9,2022,2052,0.178,,0.0,7714.0
Solar Photovoltaic,64534,1,187.5,,187.5,187.5,2024,2054,0.135,,0.0,9730.0
Solar Photovoltaic,64534,1,37.5,,37.5,37.5,2024,2054,0.135,,0.0,9730.0
Solar Photovoltaic,64534,1,25.0,,25.0,25.0,2024,2054,0.135,,0.0,9730.0
Solar Photovoltaic,64535,KOV4A,20.0,,20.0,20.0,2021,2056,0.242,,0.0,7714.0
Solar Photovoltaic,64536,KOV4A,150.0,,150.0,150.0,2025,2055,0.151,,0.0,7714.0
Solar Photovoltaic,64538,KOV4A,200.0,,200.0,200.0,2021,2051,0.193,,0.0,7714.0
Solar Photovoltaic,64541,1,4.9,,4.9,4.9,2025,2055,0.139,,0.0,7714.0
Solar Photovoltaic,64542,1,5.0,,5.0,5.0,2022,2052,0.16,,0.0,7714.0
Solar Photovoltaic,64543,1,114.0,,114.0,114.0,2025,2055,0.2,,0.0,7714.0
Onshore Wind Turbine,64544,WT2,148.0,,148.0,148.0,2024,2054,0.279,,0.0,13321.0
Batteries,67186,90913,5.0,22.4,5.0,5.0,2024,2039,0.85,,0.0,12544.0
Batteries,67896,229HD,100.0,290.0,100.0,100.0,2026,2041,0.85,,0.0,12544.0
Natural Gas Fired Combustion Turbine,64547,1,221.1,,264.0,221.1,2024,2079,0.924,9.142,10.147,4708.0
Natural Gas Fired Combustion Turbine,64547,2,221.1,,264.0,221.1,2024,2079,0.924,9.142,10.147,4708.0
Natural Gas Internal Combustion Engine,64548,1,16.8,,18.1,16.8,2024,2079,0.924,9.142,10.147,4708.0
Natural Gas Internal Combustion Engine,64548,2,16.8,,18.1,16.8,2024,2079,0.924,9.142,10.147,4708.0
Natural Gas Internal Combustion Engine,64548,3,16.8,,18.1,16.8,2024,2079,0.924,9.142,10.147,4708.0
Natural Gas Internal Combustion Engine,64548,4,16.8,,18.1,16.8,2024,2079,0.924,9.142,10.147,4708.0
Natural Gas Internal Combustion Engine,64548,5,16.8,,18.1,16.8,2024,2079,0.924,9.142,10.147,4708.0
Natural Gas Internal Combustion Engine,64548,6,16.8,,18.1,16.8,2024,2079,0.924,9.142,10.147,4708.0
Natural Gas Internal Combustion Engine,64548,7,16.8,,18.1,16.8,2024,2079,0.924,9.142,10.147,4708.0
Natural Gas Internal Combustion Engine,64548,8,16.8,,18.1,16.8,2024,2079,0.924,9.142,10.147,4708.0
Natural Gas Internal Combustion Engine,64548,9,16.8,,18.1,16.8,2024,2079,0.924,9.142,10.147,4708.0
Solar Photovoltaic,64549,PV1,2.4,,2.4,2.4,2020,2050,0.187,,0.0,7714.0
Onshore Wind Turbine,64551,WT2,114.9,,114.9,114.9,2024,2054,0.279,,0.0,13321.0
Petroleum Liquids,65541,IPS6,0.6,,0.6,0.6,2013,2063,0.006,10.745,4.092,10912.0
Petroleum Liquids,65541,IPS7,0.6,,0.6,0.6,2013,2063,0.006,10.745,4.092,10912.0
Solar Photovoltaic,64553,GEN01,200.0,,200.0,200.0,2021,2051,0.233,,0.0,7714.0
Solar Photovoltaic,64554,BF,4.0,,4.0,4.0,2021,2051,0.157,,0.0,7714.0
Solar Photovoltaic,64555,BO,4.0,,4.0,4.0,2021,2051,0.176,,0.0,7714.0
Solar Photovoltaic,64556,BH,5.0,,5.0,5.0,2021,2051,0.172,,0.0,7714.0
Solar Photovoltaic,64557,RV,5.0,,5.0,5.0,2021,2051,0.165,,0.0,7714.0
Solar Photovoltaic,64559,WS,16.1,,16.1,16.1,2021,2051,0.169,,0.0,7714.0
Solar Photovoltaic,64560,TSS,5.0,,5.0,5.0,2021,2051,0.139,,0.0,7714.0
Solar Photovoltaic,64561,TSN,5.0,,5.0,5.0,2021,2051,0.137,,0.0,7714.0
Solar Photovoltaic,64562,WAS,2.0,,2.0,2.0,2021,2051,0.179,,0.0,7714.0
Solar Photovoltaic,64563,STEIN,1.0,,1.0,1.0,2022,2052,0.207,,0.0,7714.0
Solar Photovoltaic,64564,AEC3,131.0,,131.0,131.0,2022,2052,0.265,,0.0,9730.0
Batteries,64564,AEC3B,110.0,440.0,110.0,110.0,2022,2052,0.001,,0.0,17250.0
Solar Photovoltaic,64565,GPAPA,2.5,,2.5,2.5,2019,2049,0.227,,0.0,7714.0
Solar Photovoltaic,64566,CNTRL,100.0,,100.0,100.0,2022,2052,0.314,,0.0,7714.0
Solar Photovoltaic,64567,CMCTY,20.0,,20.0,20.0,2023,2053,0.138,,0.0,7714.0
Solar Photovoltaic,64568,LETTS,15.0,,15.0,15.0,2022,2052,0.204,,0.0,7714.0
Solar Photovoltaic,64569,GPACO,1.7,,1.7,1.7,2020,2050,0.234,,0.0,7714.0
Solar Photovoltaic,64570,GPCOL,2.0,,2.0,2.0,2020,2050,0.228,,0.0,7714.0
Solar Photovoltaic,64571,GPCOD,2.6,,2.6,2.6,2019,2049,0.249,,0.0,7714.0
Solar Photovoltaic,64572,1,3.0,,3.0,3.0,2018,2048,0.213,,0.0,7714.0
Solar Photovoltaic,64573,1,1.0,,1.0,1.0,2018,2048,0.282,,0.0,7714.0
Solar Photovoltaic,64574,1,2.0,,2.0,2.0,2017,2047,0.183,,0.0,7714.0
Solar Photovoltaic,64575,1,2.6,,2.6,2.6,2017,2047,0.172,,0.0,7714.0
Solar Photovoltaic,64577,MIN,1.0,,1.0,1.0,2021,2051,0.183,,0.0,7714.0
Solar Photovoltaic,64578,SLT,2.0,,2.0,2.0,2021,2051,0.232,,0.0,7714.0
Solar Photovoltaic,64579,GEN1,3.0,,3.0,3.0,2014,2044,0.182,,0.0,7714.0
Solar Photovoltaic,64580,GEN,3.0,,3.0,3.0,2013,2043,0.241,,0.0,7714.0
Solar Photovoltaic,64581,PULMN,20.0,,20.0,20.0,2022,2052,0.203,,0.0,7714.0
Solar Photovoltaic,64582,GPSHA,2.0,,2.0,2.0,2020,2050,0.297,,0.0,7714.0
Solar Photovoltaic,64583,GPWJE,2.6,,2.6,2.6,2020,2050,0.243,,0.0,7714.0
Solar Photovoltaic,64584,GPFTF,2.1,,2.1,2.1,2019,2049,0.233,,0.0,7714.0
Solar Photovoltaic,64585,GPHAR,2.1,,2.1,2.1,2020,2050,0.225,,0.0,7714.0
Solar Photovoltaic,64586,GPPOL,2.2,,2.2,2.2,2019,2049,0.232,,0.0,7714.0
Solar Photovoltaic,64587,1,1.0,,1.0,1.0,2017,2047,0.198,,0.0,7714.0
Solar Photovoltaic,64588,1,5.0,,5.0,5.0,2018,2048,0.201,,0.0,7714.0
Solar Photovoltaic,64589,1,4.5,,4.5,4.5,2018,2048,0.194,,0.0,7714.0
Solar Photovoltaic,64590,OBSFN,8.3,,8.3,8.3,2021,2051,0.191,,0.0,7714.0
Solar Photovoltaic,64590,OBSFS,8.3,,8.3,8.3,2021,2051,0.191,,0.0,7714.0
Solar Photovoltaic,64590,OBSFW,5.5,,5.5,5.5,2021,2051,0.191,,0.0,7714.0
Onshore Wind Turbine,64591,EEA,200.2,,200.2,200.2,2022,2052,0.359,,0.0,13321.0
Solar Photovoltaic,64593,B1,5.0,,5.0,5.0,2021,2051,0.154,,0.0,7714.0
Solar Photovoltaic,64594,B1,5.0,,5.0,5.0,2021,2051,0.143,,0.0,7714.0
Solar Photovoltaic,64595,B1,5.0,,5.0,5.0,2021,2051,0.184,,0.0,7714.0
Solar Photovoltaic,64598,GEN1,20.0,,20.0,20.0,2026,2056,0.139,,0.0,7714.0
Solar Photovoltaic,64599,GEN1,140.0,,140.0,140.0,2026,2056,0.139,,0.0,7714.0
Solar Photovoltaic,64600,PLDPL,3.0,,3.0,3.0,2018,2048,0.161,,0.0,7714.0
Batteries,67695,823,30.0,127.0,30.0,30.0,2024,2039,0.85,,0.0,12544.0
Solar Photovoltaic,64601,PV,1.7,,1.7,1.1,2020,2050,0.256,,0.0,9730.0
Solar Photovoltaic,64602,KBR,1.3,,1.3,1.3,2021,2051,0.229,,0.0,7714.0
Solar Photovoltaic,64603,KING1,12.7,,12.7,12.7,2022,2052,0.185,,0.0,9730.0
Solar Photovoltaic,64604,X0009,1.4,,1.4,1.4,2020,2050,0.188,,0.0,7714.0
Solar Photovoltaic,64606,64606,2.0,,2.0,2.0,2020,2050,0.212,,0.0,7714.0
Petroleum Liquids,65541,IPS8,0.6,,0.6,0.6,2013,2063,0.006,10.745,4.092,10912.0
Solar Photovoltaic,64608,64608,2.0,,2.0,2.0,2020,2050,0.216,,0.0,7714.0
Solar Photovoltaic,64610,MDW6,1.9,,1.9,1.6,2020,2050,0.11,,0.0,7714.0
Batteries,65398,HMSD1,14.0,40.6,14.0,14.0,2026,2041,0.85,,0.0,12544.0
Solar Photovoltaic,64611,2,3.0,,3.0,3.0,2020,2050,0.173,,0.0,9730.0
Other Natural Gas,58300,HON,1.0,,1.1,1.0,2012,2062,0.087,7.908,0.298,15571.0
Batteries,61473,BA1,1.0,1.0,1.0,1.0,2015,2030,0.0,,0.0,17250.0
Batteries,64198,HRBE,1.0,4.0,1.0,1.0,2020,2035,0.099,,0.0,17250.0
Batteries,64640,ES1,4.4,4.4,4.4,4.4,2022,2037,0.0,,0.0,17250.0
Batteries,64617,BWBAT,2.6,9.5,2.6,2.6,2021,2051,0.0,,0.0,17250.0
Solar Photovoltaic,64617,BWW,4.4,,4.4,4.4,2021,2051,0.191,,0.0,9730.0
Batteries,64618,HABAT,2.0,9.0,2.0,2.0,2021,2051,0.0,,0.0,17250.0
Solar Photovoltaic,64618,HAV,2.8,,2.8,2.8,2021,2051,0.181,,0.0,9730.0
Solar Photovoltaic,64619,FUU,1.0,,1.0,1.0,2023,2053,0.14,,0.0,9730.0
Batteries,64619,UUBAT,0.8,3.9,0.8,0.8,2023,2053,0.85,,0.0,17250.0
Batteries,64620,MBBAT,1.3,5.1,1.3,1.3,2021,2051,0.0,,0.0,17250.0
Solar Photovoltaic,64620,MBD,2.5,,2.5,2.5,2021,2051,0.157,,0.0,9730.0
Other Waste Biomass,64622,GEN1,1.0,,1.0,1.0,2021,2066,0.607,13.5,2.443,63592.0
Other Waste Biomass,64622,GEN2,1.0,,1.0,1.0,2021,2066,0.607,13.5,2.443,63592.0
Onshore Wind Turbine,64623,FBW01,200.0,,218.0,200.0,2021,2051,0.413,,0.0,13321.0
Batteries,64624,BESS1,50.0,50.0,50.0,50.0,2021,2051,0.0,,0.0,17250.0
Solar Photovoltaic,64624,GEN1,100.0,,100.0,100.0,2021,2051,0.321,,0.0,9730.0
Solar Photovoltaic,64626,OLINC,35.0,,35.0,35.0,2026,2056,0.163,,0.0,7714.0
Solar Photovoltaic,64627,BLD,5.0,,5.0,5.0,2021,2051,0.179,,0.0,9730.0
Batteries,66006,BA,63.0,120.0,73.2,63.0,2023,2038,0.85,,0.0,17250.0
Solar Photovoltaic,64628,SLIDE,1.8,,1.8,1.8,2022,2052,0.12,,0.0,7714.0
Solar Photovoltaic,64629,JMH,1.5,,1.5,1.5,2021,2051,0.189,,0.0,7714.0
Solar Photovoltaic,64630,GEN01,100.0,,100.0,100.0,2022,2052,0.273,,0.0,9730.0
Batteries,65953,HW1,7.0,7.0,7.0,7.0,2023,2038,0.85,,0.0,12544.0
Solar Photovoltaic,64631,1,74.5,,74.5,74.5,2022,2052,0.179,,0.0,7714.0
Solar Photovoltaic,64633,20SD8,300.0,,300.0,300.0,2024,2054,0.212,,0.0,9730.0
Batteries,64633,20SDB,240.0,960.0,240.0,240.0,2024,2054,0.85,,0.0,12544.0
Solar Photovoltaic,64635,GEN01,196.0,,196.0,196.0,2023,2053,0.136,,0.0,7714.0
Batteries,65395,HUMB1,75.0,217.5,75.0,75.0,2024,2039,0.85,,0.0,12544.0
Solar Photovoltaic,64637,BRS,149.0,,149.0,149.0,2022,2052,0.252,,0.0,7714.0
Onshore Wind Turbine,64638,WBB,100.0,,100.0,100.0,2021,2051,0.303,,0.0,13321.0
Onshore Wind Turbine,64639,ESCA,336.0,,336.0,336.0,2022,2052,0.339,,0.0,13321.0
Batteries,63468,BATT,1.3,1.5,1.3,1.3,2020,2035,0.004,,0.0,17250.0
Solar Photovoltaic,64640,PV1,1.9,,1.9,1.9,2022,2052,0.118,,0.0,9730.0
Solar Photovoltaic,64641,2,45.8,,45.8,45.8,2022,2052,0.16,,0.0,7714.0
Solar Photovoltaic,64642,HCSG,1.9,,1.9,1.9,2021,2051,0.19,,0.0,7714.0
Solar Photovoltaic,64643,HVNM,1.9,,1.9,1.9,2021,2051,0.216,,0.0,7714.0
Solar Photovoltaic,64644,WM,1.5,,1.5,1.5,2020,2050,0.206,,0.0,7714.0
Solar Photovoltaic,64645,MAS,1.0,,1.0,1.0,2020,2050,0.232,,0.0,7714.0
Solar Photovoltaic,64646,PITT,2.0,,2.0,2.0,2020,2050,0.205,,0.0,7714.0
Solar Photovoltaic,64647,QAB,2.0,,2.0,2.0,2020,2050,0.207,,0.0,7714.0
Solar Photovoltaic,64648,SC,2.0,,2.0,2.0,2022,2052,0.204,,0.0,7714.0
Solar Photovoltaic,64649,SC,1.0,,1.0,1.0,2022,2052,0.206,,0.0,7714.0
Solar Photovoltaic,64650,SC,2.0,,2.0,2.0,2022,2052,0.203,,0.0,7714.0
Solar Photovoltaic,64651,SC,2.0,,2.0,2.0,2022,2052,0.205,,0.0,7714.0
Solar Photovoltaic,64652,SC,1.0,,1.0,1.0,2022,2052,0.211,,0.0,7714.0
Solar Photovoltaic,64653,SC,2.0,,2.0,2.0,2022,2052,0.189,,0.0,7714.0
Solar Photovoltaic,64654,SC,2.0,,2.0,2.0,2022,2052,0.203,,0.0,7714.0
Solar Photovoltaic,64655,SC,2.0,,2.0,2.0,2022,2052,0.205,,0.0,7714.0
Solar Photovoltaic,64657,1,74.5,,74.5,74.5,2021,2051,0.198,,0.0,7714.0
Solar Photovoltaic,64658,AFS,188.5,,188.5,188.5,2026,2056,0.15,,0.0,9730.0
